MARPP Real personal income and regional price parities by MSA 1
MARPP Real personal income and regional price parities by MSA 1
Metropolitan Statistical Area
GeoFips,GeoName,LineCode,Description,2023
32780,"Medford, OR (Metropolitan Statistical Area)",8,Implicit regional price deflator,124.526
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",,Real personal income,
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",71805.9
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",54061
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",3,RPPs: All items,92.427
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.778
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",77.534
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",77.463
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.740
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.366
32900,"Merced, CA (Metropolitan Statistical Area)",,Real personal income,
32900,"Merced, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",11381.1
32900,"Merced, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",38987
32900,"Merced, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
32900,"Merced, CA (Metropolitan Statistical Area)",3,RPPs: All items,99.517
32900,"Merced, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
32900,"Merced, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",76.894
32900,"Merced, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",142.746
32900,"Merced, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
32900,"Merced, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,119.909
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",,Real personal income,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",387652.7
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",62695
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",3,RPPs: All items,111.824
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",4,"  RPPs: Goods",102.891
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",156.411
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",98.066
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",105.847
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",8,Implicit regional price deflator,134.738
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",,Real personal income,
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",5362.1
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48002
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3,RPPs: All items,92.071
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.057
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",75.043
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",88.046
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.592
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",8,Implicit regional price deflator,110.938
33220,"Midland, MI (Metropolitan Statistical Area)",,Real personal income,
33220,"Midland, MI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",4947.0
33220,"Midland, MI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",58866
33220,"Midland, MI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33220,"Midland, MI (Metropolitan Statistical Area)",3,RPPs: All items,90.565
33220,"Midland, MI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.313
33220,"Midland, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",65.549
33220,"Midland, MI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",96.244
33220,"Midland, MI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.880
33220,"Midland, MI (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.123
33260,"Midland, TX (Metropolitan Statistical Area)",,Real personal income,
33260,"Midland, TX (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",22956.2
33260,"Midland, TX (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",125909
33260,"Midland, TX (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33260,"Midland, TX (Metropolitan Statistical Area)",3,RPPs: All items,94.761
33260,"Midland, TX (Metropolitan Statistical Area)",4,"  RPPs: Goods",91.935
33260,"Midland, TX (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",101.922
33260,"Midland, TX (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",89.904
33260,"Midland, TX (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.265
33260,"Midland, TX (Metropolitan Statistical Area)",8,Implicit regional price deflator,114.178
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",,Real personal income,
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",98228.3
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",62950
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",3,RPPs: All items,95.536
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.114
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",94.096
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",91.504
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.969
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",8,Implicit regional price deflator,115.112
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",,Real personal income,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",235283.5
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",63384
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3,RPPs: All items,104.509
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.782
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",110.304
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.892
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",103.321
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",8,Implicit regional price deflator,125.924
33540,"Missoula, MT (Metropolitan Statistical Area)",,Real personal income,
33540,"Missoula, MT (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7438.2
33540,"Missoula, MT (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",61044
33540,"Missoula, MT (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33540,"Missoula, MT (Metropolitan Statistical Area)",3,RPPs: All items,93.107
33540,"Missoula, MT (Metropolitan Statistical Area)",4,"  RPPs: Goods",94.290
33540,"Missoula, MT (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",92.845
33540,"Missoula, MT (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",73.430
33540,"Missoula, MT (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",93.451
33540,"Missoula, MT (Metropolitan Statistical Area)",8,Implicit regional price deflator,112.185
33660,"Mobile, AL (Metropolitan Statistical Area)",,Real personal income,
33660,"Mobile, AL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",19993.2
33660,"Mobile, AL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46860
33660,"Mobile, AL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33660,"Mobile, AL (Metropolitan Statistical Area)",3,RPPs: All items,89.418
33660,"Mobile, AL (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.052
33660,"Mobile, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",60.431
33660,"Mobile, AL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.096
33660,"Mobile, AL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.684
33660,"Mobile, AL (Metropolitan Statistical Area)",8,Implicit regional price deflator,107.741
33700,"Modesto, CA (Metropolitan Statistical Area)",,Real personal income,
33700,"Modesto, CA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",23181.5
33700,"Modesto, CA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",42039
33700,"Modesto, CA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33700,"Modesto, CA (Metropolitan Statistical Area)",3,RPPs: All items,104.962
33700,"Modesto, CA (Metropolitan Statistical Area)",4,"  RPPs: Goods",104.560
33700,"Modesto, CA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",103.669
33700,"Modesto, CA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",134.752
33700,"Modesto, CA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",104.294
33700,"Modesto, CA (Metropolitan Statistical Area)",8,Implicit regional price deflator,126.470
33740,"Monroe, LA (Metropolitan Statistical Area)",,Real personal income,
33740,"Monroe, LA (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",9909.3
33740,"Monroe, LA (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",49014
33740,"Monroe, LA (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33740,"Monroe, LA (Metropolitan Statistical Area)",3,RPPs: All items,83.601
33740,"Monroe, LA (Metropolitan Statistical Area)",4,"  RPPs: Goods",92.036
33740,"Monroe, LA (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",44.195
33740,"Monroe, LA (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",76.783
33740,"Monroe, LA (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",95.340
33740,"Monroe, LA (Metropolitan Statistical Area)",8,Implicit regional price deflator,100.732
33780,"Monroe, MI (Metropolitan Statistical Area)",,Real personal income,
33780,"Monroe, MI (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",8293.4
33780,"Monroe, MI (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",53490
33780,"Monroe, MI (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33780,"Monroe, MI (Metropolitan Statistical Area)",3,RPPs: All items,93.214
33780,"Monroe, MI (Metropolitan Statistical Area)",4,"  RPPs: Goods",93.313
33780,"Monroe, MI (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",77.817
33780,"Monroe, MI (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",95.463
33780,"Monroe, MI (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",97.880
33780,"Monroe, MI (Metropolitan Statistical Area)",8,Implicit regional price deflator,112.315
33860,"Montgomery, AL (Metropolitan Statistical Area)",,Real personal income,
33860,"Montgomery, AL (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",18814.8
33860,"Montgomery, AL (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",48809
33860,"Montgomery, AL (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
33860,"Montgomery, AL (Metropolitan Statistical Area)",3,RPPs: All items,90.757
33860,"Montgomery, AL (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.052
33860,"Montgomery, AL (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",65.665
33860,"Montgomery, AL (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.809
33860,"Montgomery, AL (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",98.684
33860,"Montgomery, AL (Metropolitan Statistical Area)",8,Implicit regional price deflator,109.354
34060,"Morgantown, WV (Metropolitan Statistical Area)",,Real personal income,
34060,"Morgantown, WV (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",7031.2
34060,"Morgantown, WV (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",49579
34060,"Morgantown, WV (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
34060,"Morgantown, WV (Metropolitan Statistical Area)",3,RPPs: All items,92.275
34060,"Morgantown, WV (Metropolitan Statistical Area)",4,"  RPPs: Goods",95.431
34060,"Morgantown, WV (Metropolitan Statistical Area)",5,"  RPPs: Services: Housing",66.084
34060,"Morgantown, WV (Metropolitan Statistical Area)",6,"  RPPs: Services: Utilities",90.058
34060,"Morgantown, WV (Metropolitan Statistical Area)",7,"  RPPs: Services: Other",99.402
34060,"Morgantown, WV (Metropolitan Statistical Area)",8,Implicit regional price deflator,111.183
34100,"Morristown, TN (Metropolitan Statistical Area)",,Real personal income,
34100,"Morristown, TN (Metropolitan Statistical Area)",1,"  Real personal income (millions of constant (2017) dollars)",6856.2
34100,"Morristown, TN (Metropolitan Statistical Area)",2,"  Real per capita personal income (constant (2017) dollars) 2",46097
34100,"Morristown, TN (Metropolitan Statistical Area)",,Regional price parities and implicit price deflator,
34100,"Morristown, TN (Metropolitan Statistical Area)",3,RPPs: All items,87.712
